9154 26242
2496 7259 -3
7160 4408 -662
1521 7251 -749
2223 4056 -969
6079 7076 681
2978 3540 177
117 6495 417
8947 6124 30
3899 7297 -360
1386 1289 226
5871 5597 -220
8846 5893 -793
2108 4141 -698
2212 6387 -682
5157 2316 -60
2982 7483 831
2640 6809 -714
8472 8665 -395
2413 8134 -260
320 7612 -323
2877 49 -544
783 7032 -258
6327 5601 50
4436 7444 -125
2089 4637 -453
7180 5508 -38
7994 408 957
1360 5972 -609
8501 2886 -469
2830 6191 -580
1883 754 -96
3221 9015 25
3222 42 -773
1809 3334 -505
8236 3713 -263
7300 3320 -959
8796 289 276
4065 2423 788
5791 4951 -413
6652 7960 262
8828 7727 29
2736 8984 973
2122 459 997
8935 6479 -667
620 3696 -244
2363 6316 -921
959 5497 734
7850 3997 248
5578 8071 135
2092 6509 -591
3686 4681 -199
4178 363 -828
4235 2353 -399
3861 5389 12
3798 4991 658
1097 8404 531
1386 1701 -23
4010 45 294
3633 4520 211
7707 2239 -77
2506 1021 -888
1900 3018 -116
8013 3801 582
5378 9121 454
2230 8558 -804
1364 5142 746
2421 6225 -619
3246 5610 -421
840 5422 654
8371 3930 549
5052 8343 215
1167 8708 -686
3459 3695 -979
4481 7654 50
1802 1350 -893
4854 368 986
4980 3953 -341
6453 5332 -810
4625 1170 31
3389 1072 999
3686 4545 720
8639 4334 -660
244 8329 -565
8168 4828 990
3318 7282 -581
1994 1713 -297
2194 1960 796
3918 32 64
8351 3207 136
8625 1956 633
2649 1187 -499
6544 1535 646
8695 5574 244
3529 8352 963
7625 8567 597
4488 4718 592
1495 2484 778
8674 531 -644
1258 483 501
3241 1517 562
5648 3970 826
8201 7277 -427
5278 2765 -980
2965 5319 -865
2238 2491 582
150 4234 524
2629 8293 -375
7458 4230 -376
8597 1082 887
1199 2294 356
8388 5097 -359
3240 855 397
6889 7344 -549
1715 8851 769
4993 4918 -336
1579 2662 122
9050 4966 341
849 784 -564
8305 6399 -681
2929 4544 951
5489 1450 855
430 5615 951
641 4169 -288
5006 574 500
6645 7261 999
1978 5283 318
6859 1053 881
6197 6500 -373
8003 4999 -670
3621 1204 268
8486 4381 -865
3044 1594 -372
4408 4870 -458
5803 1724 911
7698 7063 -47
5428 6262 -668
4063 3948 -613
3860 3321 596
1809 6791 434
4438 7279 -60
5167 3893 -32
4584 5273 521
3074 6147 -249
2338 2100 -701
4889 8379 -474
4014 7042 800
6662 9153 -436
1060 3993 671
4755 56 377
6307 3490 -246
6326 2791 -370
7442 4086 -674
6585 6696 -332
2939 8417 -593
3793 5331 785
2309 8910 629
2097 2062 -933
4405 131 837
668 5060 -845
4205 8663 953
2114 6917 260
1400 4975 -633
8556 2786 61
5874 6777 -815
3747 8159 -207
4630 3428 -203
332 6408 -531
7426 3689 623
3228 6994 595
8703 1691 -615
5074 6674 53
5685 7415 204
2495 120 -451
6034 8368 -539
8240 4054 730
3826 1430 642
5258 2515 535
2720 1717 311
2123 780 214
4756 2313 171
2767 4646 151
1281 7556 -285
6401 2961 -272
8158 390 918
8138 5755 415
4648 8506 72
1703 5860 567
4718 7814 -458
7836 8880 195
8617 8027 -244
7059 3757 926
8126 8550 617
7054 7306 246
2225 163 -258
783 8761 -651
7566 6380 7
9113 3784 114
123 6014 289
7673 4922 496
7113 3452 421
416 4431 -877
1319 720 -979
5170 509 -552
6682 1064 -228
41 6016 -975
9008 3990 488
3440 1802 -766
5880 4635 -7
6555 820 710
5727 8626 -853
929 820 702
2515 5864 -762
488 5695 925
8935 4328 475
2071 2935 -759
4676 687 224
6907 8148 -542
5564 2870 -881
9090 40 -533
1726 8104 -909
454 950 -886
1446 4452 -507
570 8499 114
6736 6668 -978
6515 7054 410
5122 2008 631
8618 7355 697
1954 2930 320
388 8716 -416
1561 49 610
3336 4441 -146
8942 7406 -134
8217 4991 147
252 6847 -220
6165 6392 23
798 6464 414
1053 726 510
9082 4387 -560
3904 231 -320
5687 2257 -493
8165 8068 -467
8839 7367 -716
7244 596 -303
6727 1667 -498
2370 7782 -847
536 9097 -306
2462 6928 469
1893 5754 523
2615 8111 -101
1793 273 289
3758 7637 978
1465 8093 874
5230 684 -619
7318 5140 393
5400 452 858
5083 270 851
6235 3155 -779
1823 8496 -261
3833 7356 -585
8177 4650 -464
1688 2489 651
4160 3280 732
6180 3666 -144
5950 2116 388
7957 3393 -856
7274 1239 -293
8837 1790 -971
5744 3367 -757
5913 4257 -827
4900 7736 -644
6124 5605 -444
5416 4046 900
1996 3608 -244
1049 3808 201
6112 1676 943
8955 7128 925
4843 8978 81
3610 6549 448
2123 2837 -565
426 4901 837
5082 3311 893
1979 7512 -575
175 7345 -852
8518 3329 808
5330 4354 693
7114 6074 686
6098 6894 -632
7951 7680 -288
2600 7386 710
1892 7061 -678
4607 3745 -276
5321 4221 22
9096 8080 214
7248 2426 918
7173 1773 -69
5578 244 416
2141 664 797
6802 8408 -205
2452 4476 -553
5554 3151 -818
7616 1644 -601
5587 5553 -977
1654 1519 -968
1915 6301 -935
1624 4772 -873
5557 1572 815
110 2604 -865
1174 4498 503
7610 4823 -203
5603 3670 -870
2502 4704 -13
6333 5754 -833
4888 7263 601
1891 2241 634
9009 8683 678
8850 3961 648
6693 3874 -397
1262 6323 595
5133 814 682
4988 7935 -669
5984 3999 626
2331 1678 372
8310 2624 -962
2884 8270 -878
5522 2909 -379
3782 4235 229
6915 3229 890
6544 7941 547
3958 6466 401
4163 1667 810
8886 4212 -739
6512 2237 399
7237 4699 -388
5462 2775 944
1087 5361 779
4898 7832 -421
1939 3511 927
4312 5482 930
3869 516 -870
1080 7837 322
28 4301 -541
3607 1200 966
1995 9021 -136
4473 1845 -894
8213 3867 776
1052 4219 -964
3836 4424 435
5969 8359 819
7954 4612 -218
6276 4635 -498
6162 1599 -805
2489 3247 -156
5330 6807 -139
2338 2543 -972
1691 2325 -871
3825 8365 651
789 2823 -338
813 5364 839
2498 5353 -716
5535 8348 521
1344 1336 -736
4631 681 62
4992 4890 -593
2026 1754 -38
7008 2514 49
3633 3227 96
1312 8322 -180
3460 4612 -416
6993 1587 -20
8434 3207 150
7040 1946 418
4536 4858 -973
4924 7525 521
4472 4223 -939
3608 3344 556
493 7512 -402
3653 8079 -600
2240 3111 277
1733 6849 -325
675 8911 216
6234 1087 672
3846 8107 -869
5170 4052 -708
4319 5511 368
5189 4998 -639
9082 5928 22
8536 7894 366
2740 1789 456
8582 5196 783
6288 7181 636
1998 5888 704
680 2413 165
2065 5551 916
6884 5099 893
6410 2869 -602
4178 2842 682
8414 5018 -155
6389 6544 -79
7041 8037 -447
4963 155 -69
1755 5586 -883
1027 1909 560
1512 1476 -366
1801 7151 619
6471 3370 495
1798 6349 -506
1837 9121 616
5524 3643 -692
5842 421 -326
2934 3559 475
8305 6452 878
981 3878 -894
7098 4018 9
4580 4506 -28
8860 123 -571
4348 6697 421
2360 1648 -997
1654 3892 -107
496 3071 404
7352 1984 968
4897 2534 -87
1366 6630 -600
1753 357 273
5470 1195 -838
7044 954 -972
7212 1253 8
6710 4370 960
4667 6142 -194
2223 7830 896
5685 34 261
4468 6803 -506
5679 2352 -434
1848 2361 848
1782 6923 -960
2040 1099 185
1227 6119 667
8901 4228 107
2271 3258 -754
7784 4882 804
8245 4812 680
6457 6729 938
2484 7319 -184
5639 1152 141
6767 5213 159
2051 6506 148
2153 2217 -650
6575 7274 474
6681 6112 261
5797 335 969
4196 4516 -6
4605 4511 -194
2675 3613 877
869 1424 -405
9132 4792 965
5008 4157 601
601 4548 543
6576 2105 -694
3101 2336 -447
3460 1288 -154
5596 5325 -574
8943 2916 -272
4573 1840 928
6825 6592 -559
7287 2958 -205
6049 6248 -803
4980 3313 -945
3851 8586 -549
6954 5784 931
4809 5096 159
1890 3727 -977
3793 8262 -535
3325 6785 -170
6980 6468 385
228 5581 -64
4511 6178 189
7779 5787 622
8834 46 737
661 3725 928
5094 638 892
4058 4363 731
446 7914 -739
3508 9087 391
5453 8641 708
5732 2434 836
4187 115 678
5121 917 -757
6359 2897 -769
1606 3011 -872
2879 1163 298
2062 1090 -619
2228 8195 382
741 3144 222
8540 4086 707
599 1123 -932
1686 3854 -213
7683 6559 223
198 9119 339
7122 7088 514
579 8697 321
1858 6911 -293
8940 874 -371
2690 2764 -449
5984 5066 -631
6959 4936 -749
4312 1447 976
340 6217 776
7511 2166 -109
1679 2656 -612
134 7259 295
7222 752 240
1140 3457 375
4590 3952 -507
1760 3924 971
208 8398 -693
4129 985 128
4092 651 -248
176 8256 -584
5619 700 -720
475 1984 121
24 6961 -830
3688 1029 126
7451 7527 -904
3177 2191 -829
4668 5444 1000
5849 3259 446
1127 1192 -550
4962 5807 948
8626 5746 -418
4494 6187 -920
7016 5592 -332
744 5521 651
6918 7942 -27
3852 135 -128
7287 3546 585
7096 7827 -320
3253 7663 -338
1977 5094 385
3468 1452 -676
6221 475 -478
3594 5652 910
4243 8003 -4
4791 9044 -973
3075 6337 -843
2518 4383 701
6526 2620 -952
5886 5565 -394
8569 643 817
3567 6654 81
8468 6826 732
6005 6489 213
4428 4159 15
13 9044 -374
8165 580 216
2499 1503 -517
1563 7573 -460
3270 7549 480
8315 2674 -911
4833 766 746
1927 1613 323
16 9114 514
6697 7977 706
53 2722 -330
7363 5207 879
5388 8676 -559
2283 8971 957
1065 7388 831
3388 1592 -201
6927 8971 303
1184 1334 -470
3135 6245 274
287 8390 -235
7883 8776 -301
3887 5398 580
8854 7804 -943
2798 7573 -650
6880 5083 791
3861 2844 -784
1318 2487 -332
2553 4800 -769
8969 7986 222
1908 7647 793
7370 4120 -324
5801 974 -751
6108 7992 378
1656 4300 -9
4344 5668 -944
6561 8819 -426
6515 2039 586
1084 4499 -7
5984 2795 600
3462 4000 294
501 6141 244
7173 5326 -963
4462 2440 -875
7756 837 -489
2037 1467 399
5129 3928 474
5772 6365 -514
3352 3288 -460
5251 7240 982
179 8973 665
7055 7936 -762
4760 6607 177
3318 4549 -384
4780 7071 -864
2454 8431 762
8735 6476 -853
3360 1619 -988
1106 2675 -56
4545 7571 -596
8750 1462 -607
5157 5343 472
4961 6849 -152
1408 9069 683
600 6083 -37
4057 5395 936
185 2644 274
6240 8126 -830
7026 2601 988
8477 694 549
4939 7466 -149
1684 7016 53
3315 3717 -374
5639 8786 -921
810 7926 -88
855 2136 -354
3174 3754 -178
2066 6887 -672
8667 8735 634
4789 3262 -308
61 7642 725
5386 4801 619
5974 4082 -669
2206 668 678
4110 4469 -239
8865 3528 545
5052 7704 763
5542 7875 -182
6764 2356 -722
5123 5285 -746
5311 3002 -781
1577 6286 127
2834 3882 578
3238 2116 518
7135 5404 -19
7433 5857 58
3627 9049 -813
3183 7956 -607
3333 7663 200
1074 7000 840
68 1847 729
5488 4573 77
7637 4513 345
207 8992 -916
2009 8960 372
340 2804 343
5530 2688 778
5239 8215 498
1237 3987 106
3583 294 -377
2027 8759 321
5277 3373 -507
4160 1365 999
1874 4174 184
4886 1870 -193
52 2380 631
7187 2607 938
3034 3812 802
8766 897 260
3081 7839 662
3454 7001 244
822 1853 926
713 9012 -259
4820 619 -782
5515 4289 -195
8795 2591 229
4939 5939 699
1635 4060 486
4424 3361 -562
1561 4952 882
7735 1181 -583
939 260 623
4620 9139 -765
5531 4627 -450
7249 3586 -164
5867 1554 130
8754 2402 -618
3927 1435 398
4230 5329 815
4562 2155 -628
1133 8248 749
7784 3711 -325
7993 2134 568
7718 5858 582
382 846 -865
4341 539 86
6451 3875 849
33 2487 -589
7607 2487 692
1921 1507 -669
5392 2004 -22
69 8052 -663
4741 1667 767
1892 443 465
3791 2151 199
7979 3886 706
5129 4368 805
4592 7651 623
4400 2986 43
5798 3512 -80
2567 3225 -232
1094 4028 828
2616 7053 416
5491 9003 970
2211 3682 -87
923 859 -499
7731 2934 709
7640 8427 -726
6915 2965 432
1014 1539 905
2590 4805 -434
557 537 870
6354 4893 -456
5457 4499 -79
4958 3024 -284
6565 1946 717
8341 9122 175
8420 1962 -674
5421 1587 -239
4867 4468 923
2219 3566 768
3013 8016 -250
791 8005 865
1753 2850 564
3606 7630 -120
2866 7377 432
5940 1402 392
7646 7109 858
7692 8926 573
4108 2692 -857
2017 2553 462
1547 8842 863
5976 6128 582
5036 377 -557
6996 7048 471
5030 866 -522
3435 9144 803
2411 6759 197
7314 5906 -619
3365 173 218
5216 884 -179
1078 6980 -102
8831 1752 -154
7599 5691 -260
6859 4380 604
401 3706 -606
1230 2043 833
3634 3324 -130
4718 2960 234
3201 5264 -262
4962 3659 -872
8818 2851 958
6880 4395 475
8288 1463 299
2518 5627 -447
3979 6190 -786
7247 5578 482
1046 7609 267
2582 3807 932
2825 5368 -204
2052 4733 68
8671 2773 955
3979 8648 670
3877 1850 -343
582 1555 -183
8214 2383 360
3495 848 -977
5747 3427 937
5549 1785 467
3060 3983 -227
1528 3887 -117
3410 8290 877
7073 3354 -664
456 8746 859
3335 4890 172
4812 4026 447
4300 6973 767
2026 4941 -193
3597 4589 -78
7821 2827 -818
2268 2124 -483
2725 2717 284
8505 843 300
9043 5843 -520
4172 4806 -22
9065 680 -688
4901 9143 702
95 7337 121
5309 655 888
1296 215 546
2678 4724 204
5060 4226 750
441 6160 -965
5496 412 -934
1857 2982 131
8158 2317 231
4026 3461 978
8170 8859 -533
2012 5235 964
3747 2710 -498
4233 2995 813
5051 2501 439
1527 5617 -317
4087 6701 -138
357 8635 939
5409 174 87
3614 6483 -447
5882 2693 -458
1503 2316 -486
5765 8787 -651
4550 571 457
625 5403 865
8703 7444 933
2307 8144 -516
4402 3134 199
6959 1717 27
6783 6378 660
8546 7068 356
5921 3804 -340
8620 6865 -380
3210 4900 469
5500 3464 80
2039 6225 -390
6690 6381 -595
1795 8825 -692
903 1740 938
206 6069 -32
1503 1653 31
4581 3910 487
2997 6570 437
1868 4704 258
1453 6061 -629
8349 33 479
6152 6158 -227
6950 1583 -55
6725 2494 688
6385 423 527
1661 5928 -924
1727 6394 777
1185 768 -996
6681 7084 151
479 8847 584
2330 6667 -684
4972 8216 200
5421 3150 242
615 898 -540
2062 7558 939
5081 832 -972
4507 575 -261
3578 6669 -839
4987 4545 32
4039 4459 -704
3715 5423 657
8756 381 -45
8941 6149 -268
7455 804 721
4705 8243 -212
3080 1172 241
2038 6183 112
3389 4825 364
8672 2932 411
6546 1251 434
6294 6530 258
976 8434 250
738 4781 -280
390 3302 -803
7732 2032 -823
4163 1420 205
4862 7765 -524
5047 1509 839
335 6810 -574
3196 5016 -295
18 8041 244
889 6903 404
2303 5338 738
1794 4476 672
3646 6237 774
7065 4781 320
8135 7784 532
1365 5454 -403
8350 785 -79
8952 7303 711
2787 24 -16
2165 2166 246
8990 3372 269
5336 2900 -59
5893 4656 -117
8867 7184 444
2071 5136 -614
6710 7622 566
6518 8603 -229
6471 7671 46
6841 3170 -253
5928 8189 644
8222 5103 -22
2992 1947 367
4649 7989 -768
5819 8655 950
7072 4240 54
5484 6885 -385
6129 2523 732
2402 7826 -366
6157 8177 -61
3917 489 -903
1969 2913 831
4333 6360 -997
7909 8954 -651
5730 2866 -347
5699 4710 -313
4465 8732 881
5884 6973 -632
5698 7237 55
364 5762 137
818 2739 -281
1337 1620 387
1823 6754 -998
4980 1241 241
3204 507 74
4347 6586 -708
7540 8556 -750
5995 5383 524
5924 3694 -970
4919 4035 244
6106 5966 899
8067 2430 507
3626 9141 43
479 2012 878
4200 2863 334
1846 2151 -181
6347 5378 421
4679 8134 350
7081 2023 122
5672 964 -46
1114 4389 479
3096 6570 -626
2060 2736 954
8301 896 -490
4125 968 944
5310 2065 560
6201 6510 780
862 2311 803
8985 1538 878
3543 6078 -898
2322 4551 -615
5833 8957 -849
6886 1422 739
3905 8414 -319
7990 8279 -880
4750 9051 475
3238 4060 -437
4326 1220 -574
8579 7050 417
4238 3988 348
8325 4084 309
2815 2846 -796
2133 3177 -414
7944 5791 254
4752 5339 564
8244 807 710
3475 9054 -642
6658 6775 733
7048 4322 471
2029 2653 -40
7572 7608 -987
2188 1453 -917
46 2442 -186
6493 2058 131
6732 3057 -51
9003 8595 883
7529 419 -727
5342 6264 249
4483 7619 686
8732 5858 886
6435 3037 441
4438 2990 -822
7312 8646 -375
5097 4104 241
5605 489 -156
3316 4933 -537
1242 7735 861
4207 2441 601
5312 7908 535
8769 8209 571
6773 2942 -289
4898 7955 546
8042 8132 -220
2271 6477 424
6704 3923 -412
7746 2038 207
4329 9102 -88
8353 8344 -234
6625 7420 -886
4172 5297 -289
6639 4938 -106
8360 8905 147
241 1554 408
3773 622 295
3733 976 -349
7499 2383 -490
2640 2137 122
5227 8209 -207
7288 1189 -429
6577 7890 -730
5034 5793 778
1224 7112 445
8344 6188 810
2201 6060 285
7341 621 -297
3483 3033 -485
7894 5626 -111
4438 5128 -30
3791 1194 -325
4430 7445 -865
102 452 229
7791 7550 547
1658 4873 98
2933 1938 -304
1246 3980 938
6161 3614 -191
1602 2710 413
43 3368 -750
3906 5696 -40
7901 316 867
591 4678 623
1942 6345 830
6879 984 933
7243 5571 -101
8120 718 -319
5082 5733 372
4795 8491 805
8557 5430 154
8495 3118 204
3224 3169 231
5665 6110 10
9102 1612 -906
5472 8744 4
1839 6365 -590
6588 3277 811
4688 452 -612
3312 772 -809
4142 1944 -122
931 3993 -772
6666 5007 900
3406 3756 733
355 7901 -869
7618 528 570
2290 5576 113
634 947 -570
4363 208 -378
8572 7321 908
1497 6026 679
3932 4971 704
4943 561 718
6877 3742 -356
2020 2460 815
7509 3410 444
594 885 650
8456 6028 -482
3854 4287 541
1969 7839 673
5398 1354 597
4340 7523 -904
6148 7226 -910
8090 7635 752
4497 8131 18
81 3952 -695
590 7575 -846
2727 6073 701
8134 4148 856
5874 6552 -887
257 5631 -205
1772 141 484
6855 6204 -729
2186 2087 -914
7085 7272 549
7533 6242 723
3207 4390 239
3420 4879 -959
8448 6893 597
7937 4431 678
2400 5977 -700
6735 3468 -970
8203 7798 -712
1207 7107 941
2219 4838 545
549 1989 414
7362 6682 664
915 3351 261
3161 5014 225
218 676 64
1805 5870 948
1171 8542 -816
2511 3579 -809
6052 3993 67
8998 365 -16
6854 3513 758
1159 7180 -905
1692 1728 346
6491 4793 -368
8364 2228 529
4455 6982 830
1581 353 -978
5497 2876 145
1132 1990 781
2532 7765 962
4674 1366 -112
8572 8171 307
3712 7118 447
5478 7710 -46
7597 8603 235
8407 8016 309
4868 861 63
7030 7381 -197
6121 7096 694
4390 6679 -257
8330 3744 161
4389 7471 -688
4710 6308 917
4744 865 -597
7014 2875 -462
1747 1911 -36
796 5812 119
5427 5005 129
1948 6749 804
5564 4642 847
5541 5483 362
5870 3930 -415
4214 1712 573
6082 8797 905
1550 243 -249
1535 8284 -627
6999 528 -237
1612 7276 114
6463 5417 -464
1633 2711 129
4960 5934 -453
2797 7655 834
786 3967 191
2271 2927 719
4004 6477 579
7911 2077 479
6732 4390 -905
5521 7506 572
7635 6768 -914
6531 906 402
6497 8291 -445
3160 6225 -381
5051 8918 -513
6310 30 293
8118 3438 129
1849 7722 -718
4241 2039 -555
5151 8794 973
1867 3839 276
2252 6525 -42
8446 2987 -553
1869 7468 -977
2620 5194 -151
6070 4310 77
3958 3653 35
7376 1347 958
9106 1349 385
7769 2489 -722
4600 5257 269
8620 4307 -287
7110 5382 -17
2668 6036 229
1363 3688 -252
2288 6852 920
4904 3874 -519
7830 3955 -235
8121 3814 -577
2179 942 -41
7212 4864 -596
5853 5253 998
4193 8376 313
3472 6534 351
6012 6550 -226
3547 3335 -936
613 584 -675
3477 7013 944
2340 5683 226
4124 1932 13
5422 6885 20
8125 7844 -732
4299 7130 -330
3544 6929 -227
338 8888 -199
4037 3069 -743
6144 1165 607
4039 2632 -143
3081 4569 -107
5573 1294 -117
6721 5999 44
7320 4976 -983
5661 8494 -853
2074 2673 232
6266 3069 736
601 8498 -232
939 4311 -627
4921 2427 544
8100 6543 -765
5283 5193 874
6134 2203 -439
2239 6177 -645
2005 2610 43
6655 4721 -586
4782 5058 173
6007 8276 -663
1777 1870 446
3548 8143 122
8259 8331 840
6295 4323 297
1324 5795 926
1048 515 -116
8811 5476 -376
8645 3302 -817
8002 3841 981
7159 7550 -909
8776 3601 -689
4440 6449 -810
1645 6892 356
3699 8134 -626
5812 1137 177
2323 3928 -359
2000 2843 -586
2778 5101 852
9041 3297 -687
2857 1605 39
5088 6840 -730
5201 8251 894
5092 4019 -407
343 7513 810
1089 4002 -808
9028 407 345
93 3009 133
583 2891 -568
1698 3369 652
9090 5435 906
4838 1204 206
8970 6646 -745
41 5042 434
2908 9059 640
4107 5990 845
5130 3859 687
1100 6107 -511
3587 18 78
4543 7430 -964
9054 8504 353
3211 8728 -732
5872 4429 -748
5513 3854 499
961 4356 -283
2436 6846 171
1065 4693 -255
2412 2198 592
4534 9007 84
2444 4395 575
4783 3193 885
7733 5863 332
7218 620 347
4151 7489 -397
6824 2720 512
8159 297 121
7715 1990 -851
5439 8526 -984
5143 5286 829
7988 6079 102
466 252 348
1698 1526 526
2565 7522 547
618 302 -572
3894 7816 -66
3357 1852 420
7046 5280 98
6449 3317 15
1890 2032 -604
8455 8685 904
7605 8482 977
2016 8990 -202
2927 5445 -632
4441 6808 383
4327 1202 -239
1081 2820 574
3234 2159 -58
2331 4048 -532
7526 8267 361
4325 634 864
8396 7517 -527
4001 1015 -618
8263 4628 -467
3592 5235 785
8926 1096 -998
5382 5445 -328
1161 8454 566
6375 2802 375
6547 4943 -22
5136 4162 -459
9036 545 -572
1409 7597 -138
7661 8859 -220
7980 8424 -346
7149 4255 434
757 7680 404
608 5402 -844
8442 5604 -515
10 1016 853
4590 7529 -20
7985 4889 -100
7484 7897 -30
1579 7018 319
7231 48 -621
290 456 441
8128 1665 251
1960 3545 674
7940 4721 -14
6619 4990 -638
5025 5439 889
6916 5210 449
3116 2421 608
700 7630 -386
1361 8303 840
2039 1041 -142
7814 6096 -215
8135 5198 -841
1954 5716 993
3843 7181 934
8202 2149 601
383 3422 -912
8449 5696 866
167 1041 -862
2583 3972 456
2144 6835 -594
7812 4681 468
5032 8960 473
3036 1529 -410
6023 49 -627
462 6461 373
1720 4548 -220
113 7559 -528
5044 6156 355
2343 5686 182
8611 5458 -175
2581 4492 -565
1765 867 273
8831 923 -35
4343 4203 251
5883 4269 -917
1141 3706 -957
6688 5907 -664
671 4609 534
7914 331 527
1116 6744 114
6488 79 -357
6950 3892 -873
5542 8140 -3
3294 1243 -251
2789 7424 948
6270 3532 202
5111 4416 969
6924 3184 215
5900 2802 -511
5512 3255 -818
2980 8587 62
60 1591 -750
8645 8619 -2
2759 6019 -850
5199 8783 721
2499 8657 834
6740 6814 -165
1193 8633 240
2821 8262 -265
6750 5360 -190
5828 1730 -241
1420 5297 713
8962 3925 860
3423 1558 751
8194 2257 707
9040 2021 -229
2689 5506 132
408 3396 -480
1816 8208 468
8060 3830 -48
5455 2593 -685
5339 887 -678
4015 3211 215
1269 331 669
1376 7272 -709
7781 5769 646
5986 1547 304
896 5891 -211
5438 8517 949
6131 8924 -189
3991 1472 919
8761 1747 230
7796 7675 -645
3554 256 -719
8962 5352 878
1047 2481 -295
7786 8332 -742
8114 4014 25
3847 108 -98
2161 3282 615
1668 7613 675
5334 1831 501
1656 4949 -9
6395 8012 -918
1890 229 399
4714 959 276
7533 449 -603
6974 1713 708
2488 144 -5
1827 561 52
6166 6024 -93
593 3855 -268
2271 3043 93
2742 7424 -782
470 3755 146
8502 5108 338
7573 8564 207
2560 5428 -168
3833 4319 417
612 5408 -283
3267 1707 -498
6209 8058 118
358 5014 -160
1921 2480 591
9153 4361 322
1352 3054 272
1655 3234 -270
8540 5871 -466
711 3103 -567
8496 4611 -649
5727 7169 986
4082 1925 666
8286 3742 429
2019 8845 759
5300 7087 304
6982 7729 -926
8970 7828 771
4554 1569 495
2237 2606 624
752 1547 850
5591 5237 248
2401 4571 73
4265 4703 982
3460 4164 767
7971 3167 202
430 2456 -68
2710 3975 49
2572 1605 -158
1018 928 -279
6068 4186 7
2050 1513 407
767 6130 528
3988 6741 765
6896 2365 511
4430 8596 -261
3058 7103 -607
256 2981 -524
3112 8813 -731
4201 3524 -244
3479 9139 144
1218 745 -141
3747 4075 619
7447 4378 127
7776 6783 880
6976 3667 107
3329 4159 222
399 4089 -418
4764 4144 -217
8702 3073 -173
1767 6450 -283
6310 2577 -262
4140 5241 292
1684 423 885
7296 5699 687
6666 2049 874
7613 1062 475
2230 443 570
5371 7504 215
3171 5464 -477
8561 5836 628
3716 3422 400
4712 4820 260
3593 2049 644
3553 6349 -769
2684 7702 454
2054 8921 -620
1827 4330 673
3944 8894 -130
1432 4585 280
6073 5909 255
6117 6763 -507
1955 7637 -89
7767 1730 -780
4459 869 -64
4307 4192 585
782 5162 -115
1328 4380 -810
4951 4857 -229
4946 7730 -87
319 2630 -149
6430 8277 471
2408 4192 -556
9003 5480 -953
4068 8481 817
5185 2275 340
5445 3700 658
809 4733 -493
3587 4891 447
5599 3731 -372
6796 6904 769
3774 3822 171
7511 2237 -845
7523 6549 -55
1284 4803 -583
2303 4049 896
3371 1512 -744
5875 5212 -18
3164 1151 183
7423 5326 -240
330 636 -952
6203 4187 535
9051 1837 481
1896 7276 267
5628 7554 699
8968 6943 -710
302 6761 877
8105 6821 587
2579 1279 -903
3100 2741 515
2027 2793 -936
534 8842 689
6137 2394 -508
6047 870 -278
5036 5586 -204
2527 6454 741
3672 7866 556
2802 4798 159
1363 2813 -655
5597 8174 -479
1083 224 935
6311 8362 -253
572 1214 907
5330 1354 -660
7906 6511 22
918 2774 160
5108 8650 -691
7511 3486 -383
5788 412 146
5055 8387 908
9000 7666 -933
3291 9111 812
5457 5906 -848
1777 5920 -258
2512 2423 636
9141 6883 863
3070 7187 902
6975 7818 124
4888 9004 187
8724 8895 217
3336 956 431
406 2526 213
9145 8838 -702
207 2829 534
3445 5833 762
6994 4065 623
3172 3014 -295
8037 7884 752
7137 4109 -579
8645 3445 166
2566 5644 -732
1726 5291 35
4952 3457 -215
2124 7514 466
9098 6400 361
1741 8261 362
5040 6927 924
4096 5339 755
11 1492 593
6361 8417 746
8344 1137 -818
4269 8884 -16
3369 5676 759
6412 8080 -361
6829 5912 780
425 8717 764
7247 4346 -634
1817 2755 185
1505 2712 818
8899 546 -327
1630 4050 631
1493 7128 -233
5604 3609 738
2068 5534 -612
6780 6717 -911
5572 6467 -341
1488 1333 -223
1838 6668 -72
8205 5593 -599
9054 2423 -640
3153 3291 -243
4724 7756 877
5734 5830 -387
395 5480 41
8450 407 1000
3917 6459 -275
4118 7183 223
1558 5582 -221
3562 4524 -681
6716 3030 -554
519 1725 843
7985 323 -523
5373 8872 -392
5281 3584 6
309 7033 -286
584 6766 614
6237 3282 -112
1904 8866 947
8229 455 41
8027 367 657
8230 5479 -162
1295 6434 -8
2703 713 872
2587 5317 -835
3323 664 766
9125 5985 262
1790 4950 837
6411 8852 526
7788 1071 552
6218 12 116
2552 640 447
5023 3648 -426
752 1200 -179
8343 4038 178
3292 3041 -562
64 2184 966
922 299 -388
3024 8139 21
4331 2275 -460
5432 439 888
2399 7540 380
6040 9137 -737
3970 281 -419
5032 152 -28
1428 7719 883
7864 2324 -955
6727 4893 530
2549 666 195
3844 6781 366
8525 4508 22
2338 4106 963
767 3819 -927
1513 7953 -928
4357 1901 993
8840 8373 930
540 1889 -847
4508 4629 19
9126 4606 -352
2588 6494 -693
6834 4919 471
6145 6702 161
6984 6094 -964
6136 4736 752
6263 1360 938
8106 147 452
4769 5244 779
6450 5146 65
8223 8482 847
5808 4290 681
8213 7443 -112
725 6285 -333
5152 4076 -708
5287 2979 299
4993 5237 336
5794 7484 -680
8610 8555 -173
3691 3382 416
7905 8831 88
7253 8877 -18
1498 8115 727
